Sucursal,Ubicaci�n,Comuna,Marca,Modelo,Versi�n,A�o,Kilometraje,Segmento,Transmision,Combustible,Placa Patente,Color Exterior,Precio Lista,Link,
SEMINUEVOS MAIPU,Camino a Melipilla 11585,Maipu,PEUGEOT,Landtrek,LANDTREK ACTIVE Diesel 180hp 4X4 MT,2025,36708,Camioneta,Mecanico,Diesel,TSWY29,GRIS ALUMINIUM,23180000,www.pompeyo.cl/usados/TSWY29
SEMINUEVOS PLAZA OESTE,Av. Am�rico Vespucio 2451,Cerrillos,PEUGEOT,Landtrek,Landtrek Action4 diesel 180hp 4x4 AT,2025,21,Camioneta,Automatico,Diesel,VHBP47,VERDE OLIVA,27680000,www.pompeyo.cl/usados/VHBP47
SEMINUEVOS MOVICENTER,Am�rico Vespucio Norte 1155,Huechuraba,LANDKING,LK3,LK3 1.6 PICK UP DC MT,2026,3806,Camion,Mecanico,Gasolina,VLLV35,BLANCO,12680000,www.pompeyo.cl/usados/VLLV35
SEMINUEVOS MAIPU,Camino a Melipilla 11585,Maipu,LANDKING,LK5,LK5 PICK UP,2025,17191,Camion,Mecanico,Gasolina,VDGY36,BLANCO,12280000,www.pompeyo.cl/usados/VDGY36
SEMINUEVOS MOVICENTER,Am�rico Vespucio Norte 1155,Huechuraba,MG,MG 3,MG 3 1.5 COM MT,2020,50345,CityCar,Mecanico,Gasolina,LVKG56,BLANCO,7780000,www.pompeyo.cl/usados/LVKG56
SEMINUEVOS MOVICENTER,Am�rico Vespucio Norte 1155,Huechuraba,MG,MG 3,MG3 1.5 STD MT,2022,51009,CityCar,Mecanico,Gasolina,SDVC12,AMARILLO,7780000,www.pompeyo.cl/usados/SDVC12
SEMINUEVOS BILBAO,Av. Francisco Bilbao 5318,Las condes,MG,MG 3,MG 3 1.5 MT STD,2023,29151,CityCar,Mecanico,Gasolina,SSZK86,AMARILLO,7880000,www.pompeyo.cl/usados/SSZK86
AUTOSHOPPING,av. Departamental 4500,Macul,MG,MG 3,MG 3 1.5 COM MT,2024,33506,CityCar,Mecanico,Gasolina,TBFZ11,AMARILLO,8280000,www.pompeyo.cl/usados/TBFZ11
SEMINUEVOS MOVICENTER,Am�rico Vespucio Norte 1155,Huechuraba,MG,MG 3,MG 3 1.5 MT STD,2021,40134,CityCar,Mecanico,Gasolina,RGHF83,BLANCO,7480000,www.pompeyo.cl/usados/RGHF83
SEMINUEVOS PLAZA OESTE,Av. Am�rico Vespucio 2451,Cerrillos,MG,MG 3,MG 3 1.5 MT STD,2022,35845,CityCar,Mecanico,Gasolina,RWYW20,NEGRO,7980000,www.pompeyo.cl/usados/RWYW20
SEMINUEVOS MOVICENTER,Am�rico Vespucio Norte 1155,Huechuraba,MG,MG 3,MG 3 1.5 COM MT,2022,64983,CityCar,Mecanico,Gasolina,RFXP11,BLANCO,8180000,www.pompeyo.cl/usados/RFXP11
SEMINUEVOS PLAZA OESTE,Av. Am�rico Vespucio 2451,Cerrillos,MG,MG 3,MG 3 1.5 MT STD,2022,20652,CityCar,Mecanico,Gasolina,SDSH48,AMARILLO,8080000,www.pompeyo.cl/usados/SDSH48
SEMINUEVOS MAIPU,Camino a Melipilla 11585,Maipu,MG,MG 3,MG 3 1.5 MT STD,2024,31717,CityCar,Mecanico,Gasolina,TFFJ60,NEGRO,8880000,www.pompeyo.cl/usados/TFFJ60
SEMINUEVOS GRAN AVENIDA,Gran Avenida 6771, San miguel,MG,MG 3,MG 3 1.5 COM AT,2023,30435,CityCar,Automatico,Gasolina,SVVV66,AMARILLO,8880000,www.pompeyo.cl/usados/SVVV66
SEMINUEVOS PLAZA OESTE,Av. Am�rico Vespucio 2451,Cerrillos,MG,MG 3,MG 3 1.5 COM MT,2024,14489,CityCar,Mecanico,Gasolina,TPHG25,BLANCO,9080000,www.pompeyo.cl/usados/TPHG25
SEMINUEVOS IRARRAZAVAL,Av Irarrazaval 1330 , �u�oa,MG,MG 3,MG3  1.5 STD AT,2023,17236,CityCar,Automatico,Gasolina,SYLR78,BLANCO,8880000,www.pompeyo.cl/usados/SYLR78
SEMINUEVOS MAIPU,Camino a Melipilla 11585,Maipu,MG,MG3,MG3 1.5L MT COM,2023,21167,CityCar,Mecanico,Gasolina,SVWF61,AMARILLO,8580000,www.pompeyo.cl/usados/SVWF61
SEMINUEVOS PLAZA OESTE,Av. Am�rico Vespucio 2451,Cerrillos,MG,MG3,MG3 1.5L MT STD,2024,55748,CityCar,Mecanico,Gasolina,THZD46,BLANCO,8780000,www.pompeyo.cl/usados/THZD46
SEMINUEVOS GRAN AVENIDA,Gran Avenida 6771, San miguel,MG,MG3,MG3 1.5L AT STD (e5),2024,9258,CityCar,Automatico,Gasolina,TSCW92,AZUL OSCURO,9880000,www.pompeyo.cl/usados/TSCW92
SEMINUEVOS MAIPU,Camino a Melipilla 11585,Maipu,OPEL,MOKKA,MOKKA 1.2 ELEGANCE AT,2022,52168,Suv,Automatico,Gasolina,RPGC28,Gris Plata Quartz Grey,14580000,www.pompeyo.cl/usados/RPGC28
SEMINUEVOS MOVICENTER,Am�rico Vespucio Norte 1155,Huechuraba,OPEL,MOKKA,Mokka Elegance Gasolina 130HP AT,2025,22530,Suv,Automatico,Gasolina,TSWY67,ROJO RUBI METALIZADO,15380000,www.pompeyo.cl/usados/TSWY67
SEMINUEVOS MAIPU,Camino a Melipilla 11585,Maipu,OPEL,MOKKA,MOKKA  1.2 ELEGANCE MT,2022,57487,Suv,Mecanico,Gasolina,SCTP51,BLANCO JADE,11980000,www.pompeyo.cl/usados/SCTP51
SEMINUEVOS MAIPU,Camino a Melipilla 11585,Maipu,OPEL,MOKKA,MOKKA  1.2 ELEGANCE MT,2023,34648,Suv,Mecanico,Gasolina,SLFY93,GRIS ARTENSE,13780000,www.pompeyo.cl/usados/SLFY93
SEMINUEVOS MAIPU,Camino a Melipilla 11585,Maipu,OPEL,MOKKA,Mokka Elegance Gasolina 130HP AT,2024,693,Suv,Automatico,Gasolina,VCCD98,ROJO RUBI METALIZADO,16780000,www.pompeyo.cl/usados/VCCD98
SEMINUEVOS PLAZA OESTE,Av. Am�rico Vespucio 2451,Cerrillos,OPEL,MOKKA,Mokka Elegance Gasolina 130HP AT,2025,2582,Suv,Automatico,Gasolina,VBXK21,AZUL VOLTAIC,18380000,www.pompeyo.cl/usados/VBXK21
SEMINUEVOS MOVICENTER,Am�rico Vespucio Norte 1155,Huechuraba,OPEL,MOKKA,Mokka Elegance Gasolina 130HP AT,2025,4411,Suv,Automatico,Gasolina,VCCG20,AZUL VOLTAIC,18280000,www.pompeyo.cl/usados/VCCG20
SEMINUEVOS GRAN AVENIDA,Gran Avenida 6771, San miguel,OPEL,MOKKA,MOKKA  1.2 ELEGANCE MT,2023,27288,Suv,Mecanico,Gasolina,SGTP81,Gris Plata Quartz Grey,14380000,www.pompeyo.cl/usados/SGTP81
SEMINUEVOS MOVICENTER,Am�rico Vespucio Norte 1155,Huechuraba,OPEL,MOKKA,MOKKA  1.2 GS LINE AT,2022,30124,Suv,Automatico,Gasolina,RWGH77,ROJO,15180000,www.pompeyo.cl/usados/RWGH77
SEMINUEVOS IRARRAZAVAL,Av Irarrazaval 1330 , �u�oa,OPEL,MOKKA,MOKKA 1.2T AUT,2023,27892,Suv,Automatico,Gasolina,SPLZ39,BLANCO BANQUISE,14980000,www.pompeyo.cl/usados/SPLZ39
SEMINUEVOS MAIPU,Camino a Melipilla 11585,Maipu,CHEVROLET,MONTANA,MONTANA 1.2 AUT,2025,16912,Camioneta,Automatico,Gasolina,VBVB35,NEGRO,18980000,www.pompeyo.cl/usados/VBVB35
SEMINUEVOS IRARRAZAVAL,Av Irarrazaval 1330 , �u�oa,KIA MOTORS,MORNING,MORNING 1.2 EX ABS AC MT,2023,87854,CityCar,Mecanico,Gasolina,SGHH81,BLANCO INVIERNO,8880000,www.pompeyo.cl/usados/SGHH81
SEMINUEVOS MOVICENTER,Am�rico Vespucio Norte 1155,Huechuraba,NISSAN,NAVARA,NAVARA D CAB MT 4X4 2.3,2024,56737,Camioneta,Mecanico,Diesel,SZZS34,BLANCO HIELO,24980000,www.pompeyo.cl/usados/SZZS34
SEMINUEVOS MOVICENTER,Am�rico Vespucio Norte 1155,Huechuraba,NISSAN,NAVARA,NAVARA D CAB MT 4X4 2.3,2024,54635,Camioneta,Mecanico,Diesel,SZZS37,BLANCO HIELO,24980000,www.pompeyo.cl/usados/SZZS37
SEMINUEVOS MAIPU,Camino a Melipilla 11585,Maipu,NISSAN,NAVARA,NAVARA 4X2 2.3,2024,47895,Camioneta,Mecanico,Diesel,SZZS31,ROJO MAGNETICO.,19980000,www.pompeyo.cl/usados/SZZS31
SEMINUEVOS MAIPU,Camino a Melipilla 11585,Maipu,NISSAN,NAVARA,NAVARA 4X2 2.3,2024,60535,Camioneta,Mecanico,Diesel,TBDW58,ROJO MAGNETICO.,19980000,www.pompeyo.cl/usados/TBDW58
SEMINUEVOS GRAN AVENIDA,Gran Avenida 6771, San miguel,NISSAN,NAVARA,NAVARA 4X2 2.3,2024,30258,Camioneta,Mecanico,Diesel,TBDX76,ROJO MAGNETICO.,19980000,www.pompeyo.cl/usados/TBDX76
SEMINUEVOS MOVICENTER,Am�rico Vespucio Norte 1155,Huechuraba,NISSAN,NAVARA,NAVARA D CAB MT 4X4 2.3,2024,78717,Camioneta,Mecanico,Diesel,SZZR99,BLANCO HIELO,24980000,www.pompeyo.cl/usados/SZZR99
AUTOSHOPPING,av. Departamental 4500,Macul,NISSAN,NAVARA,NAVARA 4X2 2.3,2024,65802,Camioneta,Mecanico,Diesel,SZZW92,ROJO MAGNETICO.,19980000,www.pompeyo.cl/usados/SZZW92
AUTOSHOPPING,av. Departamental 4500,Macul,NISSAN,NAVARA,NAVARA 4X2 2.3,2024,54232,Camioneta,Mecanico,Diesel,SZZW97,ROJO MAGNETICO.,19980000,www.pompeyo.cl/usados/SZZW97
SEMINUEVOS MOVICENTER,Am�rico Vespucio Norte 1155,Huechuraba,NISSAN,NAVARA,NAVARA 4X2 2.3,2024,56888,Camioneta,Mecanico,Diesel,TBDW51,ROJO MAGNETICO.,19980000,www.pompeyo.cl/usados/TBDW51
SEMINUEVOS MAIPU,Camino a Melipilla 11585,Maipu,NISSAN,NAVARA,NAVARA 4X2 2.3,2024,60713,Camioneta,Mecanico,Diesel,SZZW96,ROJO MAGNETICO.,19980000,www.pompeyo.cl/usados/SZZW96
SEMINUEVOS PLAZA OESTE,Av. Am�rico Vespucio 2451,Cerrillos,NISSAN,NAVARA,NAVARA D CAB MT 4X4 2.3,2024,45295,Camioneta,Mecanico,Diesel,SZZR70,BLANCO HIELO,24980000,www.pompeyo.cl/usados/SZZR70
SEMINUEVOS PLAZA OESTE,Av. Am�rico Vespucio 2451,Cerrillos,NISSAN,NAVARA,NAVARA 4X2 2.3,2024,74635,Camioneta,Mecanico,Diesel,SZZS97,ROJO MAGNETICO.,19980000,www.pompeyo.cl/usados/SZZS97
SEMINUEVOS GRAN AVENIDA,Gran Avenida 6771, San miguel,NISSAN,NAVARA,NAVARA 4X2 2.3,2024,74075,Camioneta,Mecanico,Diesel,SZZR46,BLANCO HIELO,19980000,www.pompeyo.cl/usados/SZZR46
SEMINUEVOS IRARRAZAVAL,Av Irarrazaval 1330 , �u�oa,NISSAN,NAVARA,NAVARA D CAB MT 4X4 2.3,2024,70079,Camioneta,Mecanico,Diesel,SZZS38,BLANCO HIELO,24980000,www.pompeyo.cl/usados/SZZS38
SEMINUEVOS BILBAO,Av. Francisco Bilbao 5318,Las condes,NISSAN,NAVARA,NAVARA 4X2 2.3,2024,65822,Camioneta,Mecanico,Diesel,TBDW56,ROJO MAGNETICO.,19980000,www.pompeyo.cl/usados/TBDW56
AUTOSHOPPING,av. Departamental 4500,Macul,NISSAN,NAVARA,NAVARA 4X2 2.3,2024,69318,Camioneta,Mecanico,Diesel,SZZS24,ROJO MAGNETICO.,19980000,www.pompeyo.cl/usados/SZZS24
SEMINUEVOS MAIPU,Camino a Melipilla 11585,Maipu,NISSAN,NAVARA,NAVARA 4X2 2.3,2024,48969,Camioneta,Mecanico,Diesel,TBDX86,ROJO MAGNETICO.,19980000,www.pompeyo.cl/usados/TBDX86
AUTOSHOPPING,av. Departamental 4500,Macul,NISSAN,NAVARA,NAVARA D CAB MT 4X4 2.3,2024,69200,Camioneta,Mecanico,Diesel,SZZS26,BLANCO HIELO,24980000,www.pompeyo.cl/usados/SZZS26
SEMINUEVOS MAIPU,Camino a Melipilla 11585,Maipu,NISSAN,NAVARA,NAVARA 4X2 2.3,2024,64388,Camioneta,Mecanico,Diesel,SZZS96,ROJO MAGNETICO.,19980000,www.pompeyo.cl/usados/SZZS96
AUTOSHOPPING,av. Departamental 4500,Macul,NISSAN,NAVARA,NAVARA 4X2 2.3,2024,62622,Camioneta,Mecanico,Diesel,SZZR60,ROJO MAGNETICO.,19980000,www.pompeyo.cl/usados/SZZR60
SEMINUEVOS IRARRAZAVAL,Av Irarrazaval 1330 , �u�oa,NISSAN,NAVARA,NAVARA 4X2 2.3,2024,58465,Camioneta,Mecanico,Diesel,TBDV35,ROJO MAGNETICO.,19980000,www.pompeyo.cl/usados/TBDV35
SEMINUEVOS MAIPU,Camino a Melipilla 11585,Maipu,NISSAN,NAVARA,NAVARA 4X2 2.3,2024,65084,Camioneta,Mecanico,Diesel,SZZT71,ROJO MAGNETICO.,19980000,www.pompeyo.cl/usados/SZZT71
SEMINUEVOS MAIPU,Camino a Melipilla 11585,Maipu,NISSAN,NAVARA,NAVARA 4X2 2.3,2024,69633,Camioneta,Mecanico,Diesel,SZZS32,ROJO MAGNETICO.,19980000,www.pompeyo.cl/usados/SZZS32
SEMINUEVOS IRARRAZAVAL,Av Irarrazaval 1330 , �u�oa,NISSAN,NAVARA,NAVARA D CAB MT 4X4 2.3,2024,64443,Camioneta,Mecanico,Diesel,SZZR85,BLANCO HIELO,24980000,www.pompeyo.cl/usados/SZZR85
SEMINUEVOS PLAZA OESTE,Av. Am�rico Vespucio 2451,Cerrillos,NISSAN,NAVARA,NAVARA D CAB MT 4X4 2.3,2024,64536,Camioneta,Mecanico,Diesel,SZZR72,BLANCO HIELO,24980000,www.pompeyo.cl/usados/SZZR72
SEMINUEVOS MAIPU,Camino a Melipilla 11585,Maipu,NISSAN,NAVARA,NAVARA 4X2 2.3,2024,69100,Camioneta,Mecanico,Diesel,TBDW53,ROJO MAGNETICO.,19980000,www.pompeyo.cl/usados/TBDW53
SEMINUEVOS PLAZA OESTE,Av. Am�rico Vespucio 2451,Cerrillos,NISSAN,NAVARA,NAVARA 4X2 2.3,2024,56434,Camioneta,Mecanico,Diesel,SZZR78,BLANCO HIELO,19980000,www.pompeyo.cl/usados/SZZR78
SEMINUEVOS PLAZA OESTE,Av. Am�rico Vespucio 2451,Cerrillos,NISSAN,NAVARA,NAVARA D CAB MT 4X4 2.3,2024,67113,Camioneta,Mecanico,Diesel,SZZS12,BLANCO HIELO,24980000,www.pompeyo.cl/usados/SZZS12
SEMINUEVOS IRARRAZAVAL,Av Irarrazaval 1330 , �u�oa,NISSAN,NAVARA,NAVARA 4X2 2.3,2024,58554,Camioneta,Mecanico,Diesel,SZZR57,ROJO MAGNETICO.,19980000,www.pompeyo.cl/usados/SZZR57
SEMINUEVOS MOVICENTER,Am�rico Vespucio Norte 1155,Huechuraba,NISSAN,NAVARA,NAVARA 4X2 2.3,2024,61747,Camioneta,Mecanico,Diesel,SZZS99,ROJO MAGNETICO.,19980000,www.pompeyo.cl/usados/SZZS99
SEMINUEVOS GRAN AVENIDA,Gran Avenida 6771, San miguel,OPEL,NEW GRANDLAND,NEW GRANDLAND GS HYBRID 136 HP AT,2025,1854,Suv,Automatico,Hibrido,VGGW64,GRIS ALUMINIUM,27480000,www.pompeyo.cl/usados/VGGW64
SEMINUEVOS MAIPU,Camino a Melipilla 11585,Maipu,PEUGEOT,Nuevo 2008,2008 MCA ALLURE Gasolina 130hp MT,2025,4583,Suv,Mecanico,Gasolina,TSWY30,Blanco Okenite,17180000,www.pompeyo.cl/usados/TSWY30
AUTOSHOPPING,av. Departamental 4500,Macul,PEUGEOT,Nuevo 2008,2008 MCA Style Hybrid 136hp AT,2025,18993,Suv,Automatico,Hibrido,VBHK74,Blanco Okenite,18480000,www.pompeyo.cl/usados/VBHK74
SEMINUEVOS MAIPU,Camino a Melipilla 11585,Maipu,PEUGEOT,Nuevo 208,208 MCA Style Gasolina 75hp MT,2025,4265,Suv,Mecanico,Gasolina,VBHL57,GRIS ARTENSE,12080000,www.pompeyo.cl/usados/VBHL57
SEMINUEVOS MOVICENTER,Am�rico Vespucio Norte 1155,Huechuraba,PEUGEOT,Nuevo 208,208 MCA Style Gasolina 75hp MT,2025,2795,Suv,Mecanico,Gasolina,VBHL11,BLANCO BANQUISE,12080000,www.pompeyo.cl/usados/VBHL11
SEMINUEVOS GRAN AVENIDA,Gran Avenida 6771, San miguel,PEUGEOT,NUEVO 5008,5008 Allure Pack THP 165 EAT6,2025,9422,Suv,Automatico,Gasolina,TSWY48,GRIS ARTENSE,24580000,www.pompeyo.cl/usados/TSWY48
SEMINUEVOS MOVICENTER,Am�rico Vespucio Norte 1155,Huechuraba,PEUGEOT,NUEVO 5008,NUEVO 5008 1.6 GT PURETECH 180 AT,2022,75793,Suv,Automatico,Diesel,RHZS66,BLANCO NACARADO,22080000,www.pompeyo.cl/usados/RHZS66
AUTOSHOPPING,av. Departamental 4500,Macul,GEELY,OKAVANGO,Okavango Signature GF  2.0 T 7DCT ADAS,2025,9401,Suv,Automatico,Gasolina,TYBZ86,NEGRO,21580000,www.pompeyo.cl/usados/TYBZ86
SEMINUEVOS PLAZA OESTE,Av. Am�rico Vespucio 2451,Cerrillos,PEUGEOT,Partner,PARTNER MCA L1 Diesel 100hp MT,2025,4468,Furgon,Mecanico,Diesel,VBHL36,BLANCO HIELO,17880000,www.pompeyo.cl/usados/VBHL36
SEMINUEVOS PLAZA OESTE,Av. Am�rico Vespucio 2451,Cerrillos,FIAT,PULSE,PULSE 1.0 IMPETUS CVT AT,2023,34204,CityCar,Automatico,Gasolina,SSPJ28,NEGRO VULCANO,13380000,www.pompeyo.cl/usados/SSPJ28
SEMINUEVOS IRARRAZAVAL,Av Irarrazaval 1330 , �u�oa,FIAT,PULSE,PULSE 1.0 IMPETUS CVT AT,2023,42615,CityCar,Automatico,Gasolina,SPLR73,GRIS BARI,13480000,www.pompeyo.cl/usados/SPLR73
SEMINUEVOS MAIPU,Camino a Melipilla 11585,Maipu,NISSAN,QASHQAI,QASHQAI 1.3T SENSE MT,2023,39225,Suv,Mecanico,Gasolina,SJGC22,BLANCO PERLA,18880000,www.pompeyo.cl/usados/SJGC22
AUTOSHOPPING,av. Departamental 4500,Macul,NISSAN,QASHQAI,QASHQAI 1.3T SENSE MT,2023,61451,Suv,Mecanico,Gasolina,SGTD93,GRIS METALICO,18380000,www.pompeyo.cl/usados/SGTD93
SEMINUEVOS MOVICENTER,Am�rico Vespucio Norte 1155,Huechuraba,JEEP,RENEGADE,RENEGADE 1.8 SPORT LX MT,2022,29129,Jeep,Mecanico,Gasolina,RRTH94,NEGRO OPACO,13180000,www.pompeyo.cl/usados/RRTH94
SEMINUEVOS MAIPU,Camino a Melipilla 11585,Maipu,SSANGYONG,REXTON,REXTON 2.2 GLX AT DIESEL,2022,58767,Suv,Automatico,Diesel,RHZY20,BLANCO PERLA,23580000,www.pompeyo.cl/usados/RHZY20
AUTOSHOPPING,av. Departamental 4500,Macul,MG,RX5,RX5 1.5 COM TST AT,2019,85043,Suv,Automatico,Gasolina,LSCK38,BLANCO,10480000,www.pompeyo.cl/usados/LSCK38
SEMINUEVOS GRAN AVENIDA,Gran Avenida 6771, San miguel,KIA MOTORS,SELTOS,SELTOS 1.4 T EX AT,2024,35141,Suv,Automatico,Gasolina,THFG96,AZUL TURQUESA,19180000,www.pompeyo.cl/usados/THFG96
SEMINUEVOS GRAN AVENIDA,Gran Avenida 6771, San miguel,KIA MOTORS,SOLUTO,SOLUTO EX 1.4L 5MT G SRF FULL,2025,5557,Suv,Mecanico,Gasolina,VBFT40,PLATEADO PLATA TITANIO,10880000,www.pompeyo.cl/usados/VBFT40
SEMINUEVOS MAIPU,Camino a Melipilla 11585,Maipu,KIA MOTORS,SONET,SONET 1.5 EX FULL PLUS AC MT,2023,52692,Suv,Mecanico,Gasolina,SJKW23,ROJO RUBI,14480000,www.pompeyo.cl/usados/SJKW23
AUTOSHOPPING,av. Departamental 4500,Macul,KIA MOTORS,SONET,SONET 1.5 EX FULL PLUS AC MT,2022,36205,suv,Mecanico,Gasolina,RXZV56,GRIS ACERO,14680000,www.pompeyo.cl/usados/RXZV56
SEMINUEVOS PLAZA OESTE,Av. Am�rico Vespucio 2451,Cerrillos,KIA MOTORS,SPORTAGE,SPORTAGE EX 2.0L 6MT GSL.,2023,60835,Suv,Mecanico,Gasolina,SFVT49,BLANCO INVIERNO,19980000,www.pompeyo.cl/usados/SFVT49
AUTOSHOPPING,av. Departamental 4500,Macul,GEELY,STARRAY,STARRAY SIGNATURE 2.0 AT,2025,15963,Suv,Automatico,Gasolina,TZGJ36,PLATEADO PLATA,20480000,www.pompeyo.cl/usados/TZGJ36
SEMINUEVOS PLAZA OESTE,Av. Am�rico Vespucio 2451,Cerrillos,GEELY,STARRAY,STARRAY SIGNATURE 2.0 AT,2025,8445,Suv,Automatico,Gasolina,VGZW93,VERDE,21280000,www.pompeyo.cl/usados/VGZW93
SEMINUEVOS MOVICENTER,Am�rico Vespucio Norte 1155,Huechuraba,GEELY,STARRAY,STARRAY EXCLUSIVE GK 2.0T 7DCT,2025,6607,Suv,Automatico,Gasolina,TYJT41,BLANCO,19180000,www.pompeyo.cl/usados/TYJT41
SEMINUEVOS MAIPU,Camino a Melipilla 11585,Maipu,DFSK,SUV 500,500 1.5 LUXURY,2023,13914,Suv,Mecanico,Gasolina,SGKV81,GRIS OSCURO,9480000,www.pompeyo.cl/usados/SGKV81
SEMINUEVOS MOVICENTER,Am�rico Vespucio Norte 1155,Huechuraba,DFSK,SUV 500,500 1.5 LUXURY MT 5P,2023,47078,Suv,Mecanico,Gasolina,SKJB62,NEGRO,9480000,www.pompeyo.cl/usados/SKJB62
SEMINUEVOS GRAN AVENIDA,Gran Avenida 6771, San miguel,DFSK,SUV 500,SUV 500 1.5 LUXURY MT,2023,64295,Suv,Mecanico,Gasolina,SJCJ56,BLANCO,9180000,www.pompeyo.cl/usados/SJCJ56
SEMINUEVOS MAIPU,Camino a Melipilla 11585,Maipu,DFSK,SUV 500,500  1.5 COMFORT MT,2023,28699,Suv,Mecanico,Gasolina,SYLL62,GRIS OSCURO,9180000,www.pompeyo.cl/usados/SYLL62
SEMINUEVOS BILBAO,Av. Francisco Bilbao 5318,Las condes,DFSK,SUV 600,600 PHEV Elite Pro,2025,6231,Suv,Automatico,Hibrido,TYKF37,GRIS CLARO,20180000,www.pompeyo.cl/usados/TYKF37
SEMINUEVOS MOVICENTER,Am�rico Vespucio Norte 1155,Huechuraba,NISSAN,QASHQAI,QASHQAI TURBO 1.3,2023,34203,suv,Mecanico,Gasolina,SRVZ51,PLATEADO PLATA SATIN,18880000,www.pompeyo.cl/usados/SRVZ51
SEMINUEVOS IRARRAZAVAL,Av Irarrazaval 1330 , �u�oa,DFSK,SUV 600,600 PHEV Elite Pro,2025,7112,Suv,Automatico,Hibrido,VDZJ72,VERDE,20180000,www.pompeyo.cl/usados/VDZJ72
SEMINUEVOS MOVICENTER,Am�rico Vespucio Norte 1155,Huechuraba,DFSK,SUV 600,600 PHEV Elite Pro,2025,15328,Suv,Automatico,Hibrido,TWHH96,VERDE,20180000,www.pompeyo.cl/usados/TWHH96
AUTOSHOPPING,av. Departamental 4500,Macul,DFSK,SUV 600,600 COMFORT 1.5T AT,2024,37509,Suv,Automatico,Gasolina,TFBX23,NEGRO,16180000,www.pompeyo.cl/usados/TFBX23
SEMINUEVOS IRARRAZAVAL,Av Irarrazaval 1330 , �u�oa,DFSK,SUV 600,SUV 600 1.5 ELITE AT HIBRIDO,2025,16155,Suv,Automatico,Hibrido,VJHX36,GRIS CLARO,18780000,www.pompeyo.cl/usados/VJHX36
SEMINUEVOS MAIPU,Camino a Melipilla 11585,Maipu,SUZUKI,SWIFT,SWIFT 1.2 GLX PLUS AT,2024,41464,CityCar,Automatico,Gasolina,TKXC33,AZUL,13480000,www.pompeyo.cl/usados/TKXC33
SEMINUEVOS PLAZA OESTE,Av. Am�rico Vespucio 2451,Cerrillos,DFM,T5,T5 1.5 NOBLE AT,2024,25282,Suv,Automatico,Gasolina,TBWX21,NEGRO,13880000,www.pompeyo.cl/usados/TBWX21
SEMINUEVOS BILBAO,Av. Francisco Bilbao 5318,Las condes,VOLKSWAGEN,TAOS,TAOS 1.4 TSI HIGHLINE AT,2025,19558,Suv,Automatico,Gasolina,TVSW61,BLANCO PURO,24380000,www.pompeyo.cl/usados/TVSW61
SEMINUEVOS IRARRAZAVAL,Av Irarrazaval 1330 , �u�oa,CHERY,TIGGO 3,TIGGO 3  1.5 GLS AT,2023,60982,Suv,Automatico,Gasolina,SKKS96,AZUL METALIZADO,10180000,www.pompeyo.cl/usados/SKKS96
AUTOSHOPPING,av. Departamental 4500,Macul,CHERY,TIGGO 7,TIGGO 7  1.5 PRO GLS AT,2024,23469,Suv,Automatico,Gasolina,TPCX29,ROJO METALIZADO,13780000,www.pompeyo.cl/usados/TPCX29
SEMINUEVOS PLAZA OESTE,Av. Am�rico Vespucio 2451,Cerrillos,CHERY,TIGGO 7,TIGGO 7  1.5 PRO GLS AT,2021,60569,Suv,Automatico,Gasolina,RCFR34,GRIS PLATA,12780000,www.pompeyo.cl/usados/RCFR34
AUTOSHOPPING,av. Departamental 4500,Macul,CHERY,TIGGO 7,TIGGO7 1.5 PRO GLX AT,2022,73257,Suv,Automatico,Gasolina,RFLV11,GRIS PLATA,12080000,www.pompeyo.cl/usados/RFLV11
SEMINUEVOS MOVICENTER,Am�rico Vespucio Norte 1155,Huechuraba,CHERY,TIGGO 7,TIGGO7 1.5 PRO GLX AT,2024,32904,Suv,Automatico,Gasolina,TFHK57,GRIS GRAFITO,14180000,www.pompeyo.cl/usados/TFHK57
SEMINUEVOS MOVICENTER,Am�rico Vespucio Norte 1155,Huechuraba,CHERY,TIGGO 7,TIGGO 7  1.5 PRO GLS AT,2022,64387,Suv,Automatico,Gasolina,SFBK74,BLANCO METALIZADO,12180000,www.pompeyo.cl/usados/SFBK74
SEMINUEVOS PLAZA OESTE,Av. Am�rico Vespucio 2451,Cerrillos,CHERY,TIGGO 8,TIGGO 8 1.5 GLS MT,2021,84697,Suv,Mecanico,Gasolina,RBJW71,BLANCO,11180000,www.pompeyo.cl/usados/RBJW71
SEMINUEVOS MOVICENTER,Am�rico Vespucio Norte 1155,Huechuraba,VOLKSWAGEN,TIGUAN,TIGUAN 2.0 TSI R-LINE AT 4X4,2023,73382,Suv,Automatico,Gasolina,SHKX52,GRIS PLATINO,29480000,www.pompeyo.cl/usados/SHKX52
SEMINUEVOS MOVICENTER,Am�rico Vespucio Norte 1155,Huechuraba,VOLKSWAGEN,TIGUAN,TIGUAN 1.4 TSI COMFORTLINE AT,2023,25770,Suv,Automatico,Gasolina,SVTH35,BLANCO PURO,21980000,www.pompeyo.cl/usados/SVTH35
SEMINUEVOS MAIPU,Camino a Melipilla 11585,Maipu,VOLKSWAGEN,TIGUAN,TIGUAN TSI 1.4 AUT,2021,97022,Suv,Automatico,Gasolina,LXZG19,GRIS PLATINO,17480000,www.pompeyo.cl/usados/LXZG19
